,age,fnlwgt,educational-num,occupation,hours-per-week,income,capital-net,native-american,workclass_Other,workclass_Private,workclass_gov,workclass_other,marital-status_Married-civ-spouse,marital-status_Never-married,marital-status_Separated,race_Black,race_Other,race_White,male
8272,50,221532,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
31762,41,352812,10,0.21287436311668945,40,1,-1902,1,0,1,0,0,1,0,0,0,0,1,0
16586,43,173321,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
36399,44,304530,10,0.21287436311668945,55,0,0,1,0,1,0,0,0,0,1,0,0,1,1
47351,44,202872,12,0.21287436311668945,40,1,0,1,0,1,0,0,0,0,1,0,0,1,0
4051,45,163174,7,0.21287436311668945,40,1,4386,1,0,1,0,0,1,0,0,0,0,1,1
47029,28,119287,13,0.21287436311668945,28,1,15024,1,0,1,0,0,1,0,0,0,0,1,0
16814,41,101739,12,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,0
40041,51,110747,9,0.21287436311668945,40,1,-1887,1,0,1,0,0,1,0,0,0,0,1,1
37295,53,84278,13,0.3912087912087912,48,1,0,1,0,0,1,0,1,0,0,0,0,1,1
11938,24,188073,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,1,0,0,0
9131,54,230919,9,0.21287436311668945,60,1,7688,1,0,1,0,0,1,0,0,0,0,1,1
38035,49,191277,10,0.32516703786191536,50,1,15024,1,1,0,0,0,1,0,0,0,0,1,1
19249,49,102771,13,0.32516703786191536,52,1,0,1,1,0,0,0,1,0,0,0,0,1,1
25598,32,188246,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
15587,39,272671,13,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
7246,38,55899,13,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
17730,44,229466,10,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
9001,47,326292,13,0.32516703786191536,60,1,0,1,1,0,0,0,1,0,0,0,0,1,1
42051,30,373213,11,0.21287436311668945,40,1,0,1,0,1,0,0,0,0,1,0,0,1,0
21230,44,160785,13,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
24693,31,87891,12,0.21287436311668945,60,0,0,1,0,1,0,0,1,0,0,0,0,1,1
6626,29,37359,13,0.21287436311668945,40,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
48673,18,200047,8,0.21287436311668945,35,0,0,1,0,1,0,0,0,1,0,0,0,1,1
24400,34,312197,9,0.32516703786191536,75,1,0,0,1,0,0,0,1,0,0,0,0,1,1
2174,17,138507,6,0.21287436311668945,12,0,0,1,0,1,0,0,0,1,0,0,0,1,1
26884,20,279763,7,0.21287436311668945,25,0,0,1,0,1,0,0,0,1,0,1,0,0,1
33038,43,214541,10,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,0,0,1,1
6401,60,164599,10,0.21287436311668945,40,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
197,42,240628,15,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,0
8157,52,203635,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
4855,35,269323,13,0.21287436311668945,40,1,-1887,1,0,1,0,0,1,0,0,0,0,1,1
42570,34,209449,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,1,0,0,1
7908,33,310655,14,0.21287436311668945,45,0,0,1,0,1,0,0,1,0,0,0,0,1,1
21149,22,162869,10,0.21287436311668945,65,0,0,1,0,1,0,0,0,1,0,0,0,1,1
25604,49,113513,13,0.32516703786191536,50,0,0,1,1,0,0,0,1,0,0,0,0,1,1
34364,38,353263,14,0.21287436311668945,50,1,0,0,0,1,0,0,0,1,0,0,0,1,0
31908,62,167098,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
46552,41,100800,14,0.32516703786191536,35,0,0,1,1,0,0,0,0,0,1,0,0,1,1
21998,24,317175,13,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
30489,40,171231,13,0.3912087912087912,40,0,0,0,0,0,1,0,0,1,0,0,0,1,1
43769,27,419146,3,0.21287436311668945,75,0,0,0,0,1,0,0,0,1,0,0,0,1,1
5160,51,171924,9,0.21287436311668945,50,1,7688,1,0,1,0,0,1,0,0,0,0,1,1
48312,35,195516,4,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
17484,44,344060,13,0.21287436311668945,40,1,0,1,0,1,0,0,0,1,0,0,0,1,1
679,48,67716,14,0.29697986577181207,50,1,7688,1,0,0,0,1,1,0,0,0,0,1,1
5156,21,396722,10,0.21287436311668945,25,0,0,1,0,1,0,0,0,1,0,0,0,1,0
39227,40,189610,9,0.3912087912087912,52,0,0,1,0,0,1,0,0,0,1,1,0,0,0
26470,39,52870,9,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,1
26628,31,226696,11,0.32516703786191536,60,1,0,1,1,0,0,0,1,0,0,0,0,1,1
48341,57,50990,9,0.32516703786191536,30,0,0,1,1,0,0,0,1,0,0,0,0,1,1
9581,53,231166,9,0.29697986577181207,40,0,0,1,0,0,0,1,0,0,1,0,0,1,1
41995,34,329587,6,0.21287436311668945,35,0,0,1,0,1,0,0,0,0,1,0,0,1,0
46101,48,127921,13,0.29697986577181207,40,0,0,1,0,0,0,1,1,0,0,0,0,1,1
15325,47,267879,9,0.32516703786191536,50,1,3103,1,1,0,0,0,1,0,0,1,0,0,1
16735,44,234885,9,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,0
40615,32,222205,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,0
38834,29,146949,11,0.21287436311668945,43,0,0,1,0,1,0,0,1,0,0,0,0,1,1
8445,52,128378,7,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,0,0,1,1
48305,53,36327,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
2332,27,240172,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
37318,54,185407,13,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
6968,23,329174,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
24805,46,159869,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
31449,24,61737,13,0.32516703786191536,40,0,0,1,1,0,0,0,0,1,0,0,0,1,1
36549,52,298215,13,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
36201,55,209535,14,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
7116,49,196707,13,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
16367,49,268234,9,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
27092,65,242580,10,0.21287436311668945,50,1,11678,1,0,1,0,0,0,0,1,0,0,1,1
14229,47,251588,13,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,1,0,0,1
20355,33,254221,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
46055,39,177154,13,0.21287436311668945,50,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
31718,34,82938,9,0.21287436311668945,50,0,0,1,0,1,0,0,1,0,0,0,0,1,1
14899,58,107897,13,0.21287436311668945,40,1,7688,1,0,1,0,0,1,0,0,0,0,1,1
41522,29,110226,14,0.21287436311668945,65,0,0,0,0,1,0,0,0,1,0,0,0,1,1
7125,39,123417,13,0.21287436311668945,60,0,0,1,0,1,0,0,0,1,0,0,0,1,1
1430,28,132686,14,0.32516703786191536,40,0,0,1,1,0,0,0,0,1,0,0,0,1,1
7046,62,56317,16,0.32516703786191536,50,1,0,0,1,0,0,0,1,0,0,0,0,1,1
26729,64,379062,10,0.21287436311668945,12,0,0,1,0,1,0,0,0,0,1,0,0,1,0
10466,64,280957,10,0.21287436311668945,20,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10751,46,165937,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
46215,62,244087,16,0.21287436311668945,50,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
17476,49,116892,13,0.29697986577181207,40,0,0,1,0,0,0,1,0,0,1,1,0,0,0
9160,30,37210,11,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
36014,58,244830,13,0.3912087912087912,40,1,4787,1,0,0,1,0,0,0,1,0,0,1,1
37902,30,190511,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
28809,33,133278,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,1,0,0,0
17494,54,99185,16,0.21287436311668945,45,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
39026,37,154641,12,0.32516703786191536,50,0,2105,1,1,0,0,0,1,0,0,0,0,1,1
28569,41,309056,16,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
2069,25,222089,9,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,1,0,0,0
542,37,178100,13,0.21287436311668945,40,1,0,1,0,1,0,0,0,0,1,0,0,1,0
31358,40,182437,12,0.32516703786191536,50,1,15024,1,1,0,0,0,1,0,0,0,0,1,1
22028,56,172618,13,0.32516703786191536,40,1,7688,1,1,0,0,0,1,0,0,0,0,1,1
7363,47,207120,9,0.21287436311668945,44,0,0,1,0,1,0,0,0,0,1,0,0,1,1
23769,48,39464,14,0.29697986577181207,52,0,0,1,0,0,0,1,0,1,0,0,0,1,0
5861,51,68898,10,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,0,0,1,1
21563,54,165278,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
8475,43,255586,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
5185,45,191357,11,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
13494,39,325374,13,0.21287436311668945,40,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
4879,32,126173,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
36140,34,243165,13,0.21287436311668945,30,1,0,1,0,1,0,0,1,0,0,0,0,1,1
37206,17,60562,5,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
11819,51,169785,13,0.21287436311668945,60,1,0,1,0,1,0,0,0,0,1,0,0,1,0
3793,44,120277,9,0.21287436311668945,45,0,0,1,0,1,0,0,0,0,1,0,0,1,1
23334,49,43479,10,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,0,0,1,1
14683,28,264961,10,0.32516703786191536,45,0,0,1,1,0,0,0,1,0,0,0,0,1,1
44987,42,79531,10,0.32516703786191536,55,1,0,1,1,0,0,0,1,0,0,0,0,1,1
17422,20,230891,10,0.21287436311668945,45,0,0,1,0,1,0,0,0,1,0,0,0,1,1
7483,41,43501,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
28262,46,167515,10,0.21287436311668945,50,1,-1977,1,0,1,0,0,1,0,0,0,0,1,1
11080,32,247156,9,0.29697986577181207,38,1,3103,1,0,0,0,1,1,0,0,1,0,0,1
44758,28,42881,6,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
23803,54,174655,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
44628,44,192771,9,0.3912087912087912,40,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6478,54,111130,10,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,1,0,1
24425,34,195136,13,0.21287436311668945,40,1,-1887,1,0,1,0,0,1,0,0,0,0,1,0
13784,42,169980,10,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,1,0,0,1
6284,47,132589,10,0.32516703786191536,72,0,0,1,1,0,0,0,1,0,0,0,0,1,1
46113,41,173682,11,0.21287436311668945,43,1,0,1,0,1,0,0,1,0,0,0,0,1,1
3069,25,192735,9,0.21287436311668945,70,0,0,1,0,1,0,0,0,0,1,0,0,1,0
36037,32,337696,10,0.32516703786191536,50,0,0,1,1,0,0,0,1,0,0,0,0,1,1
10617,40,174090,11,0.21287436311668945,50,1,4687,1,0,1,0,0,0,1,0,0,0,1,0
26015,35,117381,13,0.21287436311668945,45,1,8614,1,0,1,0,0,0,1,0,0,0,1,1
5531,28,160510,10,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
43723,41,36924,10,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
19301,51,172962,16,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,1
14767,23,197613,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
37986,35,285102,14,0.21287436311668945,40,1,0,0,0,1,0,0,0,1,0,0,1,0,0
27306,48,102359,13,0.21287436311668945,60,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
4754,50,191598,9,0.21287436311668945,38,0,-1980,1,0,1,0,0,0,0,1,0,0,1,1
15646,23,199555,9,0.29697986577181207,40,0,-1590,1,0,0,0,1,0,1,0,0,0,1,1
14175,35,130540,14,0.21287436311668945,40,1,-1564,1,0,1,0,0,0,1,0,0,0,1,1
40034,41,353541,9,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
48188,48,379883,14,0.21287436311668945,40,1,0,0,0,1,0,0,1,0,0,0,0,1,1
7678,25,147638,13,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,0,1,0,0
19541,34,223212,13,0.21287436311668945,40,1,-1848,0,0,1,0,0,1,0,0,0,0,1,1
45322,32,248754,10,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
13525,35,76878,4,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
30986,54,284952,6,0.21287436311668945,43,0,0,0,0,1,0,0,0,0,1,0,0,1,0
26346,71,179574,15,0.21287436311668945,12,1,0,1,0,1,0,0,1,0,0,0,0,1,1
24055,26,211435,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
12728,38,231491,9,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
27251,21,170800,9,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,0
29279,52,123011,15,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
7110,40,175642,13,0.21287436311668945,60,1,0,1,0,1,0,0,0,1,0,0,0,1,0
16576,65,111095,9,0.21287436311668945,16,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3854,44,227466,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,1,0,0,1
2916,35,107164,13,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
31511,54,28518,9,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
35173,32,231413,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
15465,35,189794,9,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,0,0,1,0
3507,20,148351,4,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,0,0,1,1
12618,55,27227,10,0.21287436311668945,35,1,-1977,1,0,1,0,0,1,0,0,0,0,1,1
44988,24,306460,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
22988,51,114508,5,0.29697986577181207,40,0,0,1,0,0,0,1,0,0,1,0,0,1,0
44433,19,210308,10,0.21287436311668945,15,0,0,1,0,1,0,0,0,1,0,0,0,1,0
38807,38,171150,12,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
776,37,265144,13,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
29627,36,129150,9,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
42405,43,101383,9,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,1
700,24,314819,10,0.21287436311668945,40,0,2174,1,0,1,0,0,0,1,0,0,0,1,1
9932,59,47534,14,0.21287436311668945,45,1,0,1,0,1,0,0,0,0,1,0,0,1,0
46138,40,205195,12,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
14066,45,182689,9,0.21287436311668945,40,1,7688,1,0,1,0,0,1,0,0,0,0,1,1
37305,43,182437,13,0.21287436311668945,45,1,0,1,0,1,0,0,0,1,0,0,0,1,1
36024,50,302708,13,0.32516703786191536,50,1,7688,0,1,0,0,0,1,0,0,0,1,0,1
14594,45,129499,10,0.32516703786191536,40,0,0,1,1,0,0,0,0,1,0,0,0,1,0
37625,43,92374,14,0.29697986577181207,35,1,0,1,0,0,0,1,1,0,0,1,0,0,0
25920,46,330087,13,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
16914,30,103649,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,1,0,0,0
25550,36,95336,9,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
21055,30,53158,12,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13963,45,272182,10,0.29697986577181207,40,0,5013,1,0,0,0,1,1,0,0,1,0,0,1
25899,32,37380,10,0.21287436311668945,38,0,0,1,0,1,0,0,0,0,1,0,0,1,0
46295,47,142581,10,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,1,0,0,1
39642,40,30682,9,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
10306,68,174895,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
35856,44,111891,10,0.21287436311668945,35,0,0,1,0,1,0,0,0,0,1,1,0,0,0
38412,49,102318,12,0.32516703786191536,25,0,0,1,1,0,0,0,0,0,1,0,0,1,1
30967,30,53285,9,0.21287436311668945,52,1,0,1,0,1,0,0,1,0,0,0,0,1,1
32205,72,33404,6,0.21287436311668945,20,0,0,1,0,1,0,0,0,0,1,0,0,1,0
24739,39,297449,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
21273,23,35633,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
2582,39,308945,13,0.21287436311668945,50,0,0,1,0,1,0,0,0,1,0,0,0,1,0
7234,40,115411,12,0.32516703786191536,65,1,0,1,1,0,0,0,1,0,0,0,0,1,1
845,45,284763,10,0.32516703786191536,40,0,0,1,1,0,0,0,0,0,1,1,0,0,0
38235,32,155781,10,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
21159,46,72619,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,0
30111,58,142076,9,0.21287436311668945,39,1,4787,1,0,1,0,0,0,0,1,0,0,1,1
13863,23,442359,9,0.21287436311668945,15,1,8614,1,0,1,0,0,0,1,0,0,0,1,0
43463,58,139290,13,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,0,0,1,1
2480,41,510072,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
24967,59,157932,6,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
32850,64,84737,9,0.29697986577181207,35,1,0,1,0,0,0,1,1,0,0,0,1,0,1
12952,19,206751,10,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,1
28308,31,263000,11,0.32516703786191536,38,0,0,1,1,0,0,0,1,0,0,0,0,1,1
5427,52,87858,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,1,0,0,1
32485,41,352834,13,0.21287436311668945,55,1,7688,1,0,1,0,0,1,0,0,0,0,1,1
12831,35,301911,13,0.21287436311668945,50,1,0,0,0,1,0,0,1,0,0,0,1,0,1
939,25,144334,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,1,0,0,1
39870,54,115284,13,0.21287436311668945,45,1,0,1,0,1,0,0,0,0,1,0,0,1,1
452,43,157237,14,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,0,0,1,1
41839,58,206532,9,0.21287436311668945,50,0,0,1,0,1,0,0,1,0,0,0,0,1,1
2159,51,88020,13,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,1,0,0,1
2183,47,156926,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
35760,59,146391,16,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
17660,32,97429,13,0.21287436311668945,40,0,0,0,0,1,0,0,0,0,1,0,0,1,0
19090,30,272451,13,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
41514,37,206699,9,0.21287436311668945,45,0,0,1,0,1,0,0,0,0,1,0,0,1,1
44938,46,465974,7,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,1
43211,29,360527,14,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,0,0,1,1
36444,44,352971,13,0.32516703786191536,45,1,0,1,1,0,0,0,1,0,0,0,0,1,1
3011,29,187392,9,0.32516703786191536,40,0,0,1,1,0,0,0,0,1,0,0,0,1,0
19285,25,117589,12,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
12297,34,104293,12,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
39834,53,229465,14,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
13462,31,97723,13,0.21287436311668945,40,1,7688,1,0,1,0,0,1,0,0,0,0,1,1
9560,28,335542,9,0.21287436311668945,50,0,-1628,1,0,1,0,0,1,0,0,0,0,1,0
1420,47,173938,13,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
30745,41,47858,13,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
7108,24,278391,12,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,1
19263,43,175485,10,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,0,0,1,1
31893,59,246262,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
29725,46,471990,9,0.21287436311668945,46,1,0,1,0,1,0,0,1,0,0,1,0,0,1
35526,41,203943,8,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,1,0,0,1
23893,20,95918,5,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
18626,29,214858,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
16570,50,193884,4,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
13576,36,224541,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
45581,23,91733,13,0.21287436311668945,40,0,3325,1,0,1,0,0,0,1,0,0,0,1,0
7928,62,106549,12,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,0
20346,66,340734,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
19549,30,403433,13,0.21287436311668945,50,1,0,1,0,1,0,0,0,1,0,1,0,0,1
4285,33,218407,13,0.21287436311668945,80,1,0,0,0,1,0,0,1,0,0,0,0,1,1
35287,42,230684,9,0.21287436311668945,50,1,5178,1,0,1,0,0,1,0,0,0,0,1,1
47524,45,304570,13,0.21287436311668945,60,1,0,0,0,1,0,0,1,0,0,0,1,0,1
46582,23,168009,6,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,1,0,0
27964,47,177457,10,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,1,0,0,1
45059,50,183915,13,0.32516703786191536,45,1,0,1,1,0,0,0,1,0,0,0,0,1,1
40182,40,140559,9,0.21287436311668945,45,0,0,1,0,1,0,0,1,0,0,0,0,1,0
9120,48,185859,13,0.32516703786191536,38,1,0,1,1,0,0,0,1,0,0,0,0,1,1
31346,20,142673,10,0.21287436311668945,45,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1372,26,391074,6,0.29697986577181207,40,0,0,1,0,0,0,1,0,1,0,1,0,0,1
12844,27,126060,11,0.21287436311668945,35,0,0,1,0,1,0,0,0,1,0,0,0,1,0
549,37,191342,9,0.32516703786191536,60,1,0,0,1,0,0,0,1,0,0,0,1,0,1
47411,51,237141,14,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,1
4362,32,464621,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,1,0,1
6476,47,78954,7,0.21287436311668945,28,0,0,1,0,1,0,0,0,0,1,0,0,1,0
15398,40,174575,13,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
9754,42,177142,13,0.3912087912087912,40,0,0,1,0,0,1,0,0,1,0,0,0,1,1
14264,29,134813,9,0.21287436311668945,50,0,0,1,0,1,0,0,1,0,0,0,0,1,1
10563,45,276839,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
21659,46,163229,4,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
15377,65,326936,9,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,0,0,1,0
8056,54,128378,14,0.29697986577181207,40,0,0,1,0,0,0,1,1,0,0,0,0,1,1
31146,28,211032,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
46000,44,210525,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
17041,36,101460,9,0.21287436311668945,18,0,0,1,0,1,0,0,0,1,0,0,0,1,0
39435,34,69491,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
16737,30,180374,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,0
28978,47,181652,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
6796,52,320877,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,1,0,0,1
6049,46,188325,10,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
8158,30,171483,9,0.21287436311668945,38,0,0,1,0,1,0,0,0,1,0,0,0,1,1
5243,51,168553,9,0.21287436311668945,35,0,0,1,0,1,0,0,0,1,0,0,0,1,1
2842,37,206951,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
42718,34,252646,10,0.21287436311668945,50,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
46211,28,31717,9,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,0,0,1,1
8639,35,141276,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,1,0,0,0
31137,38,140854,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
31031,44,109912,16,0.21287436311668945,32,1,15024,1,0,1,0,0,1,0,0,0,0,1,0
15761,29,101108,9,0.21287436311668945,15,0,0,1,0,1,0,0,0,0,1,0,0,1,0
43828,50,27539,10,0.32516703786191536,40,1,7688,1,1,0,0,0,1,0,0,0,0,1,1
39199,60,174486,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
12084,29,334277,13,0.21287436311668945,45,0,0,1,0,1,0,0,0,1,0,0,0,1,1
46637,21,164922,10,0.32516703786191536,40,0,0,1,1,0,0,0,0,1,0,0,0,1,1
8959,46,168262,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
22309,21,149637,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
27697,38,205852,9,0.3912087912087912,45,1,0,1,0,0,1,0,0,1,0,0,0,1,1
